Product Name,Units Reimbursed,Number of Prescriptions,Medicaid Amount Reimbursed,Non Medicaid Amount Reimbursed
ALOGLIPTIN,3962137.0,104982.0,20606509.499999996,11939.279999999997
CLARITHROM,3906441.0,104885.0,3858941.250000001,51344.76000000001
Cyclobenza,4500296.0,104245.0,812847.53,32847.06999999999
PRAMIPEXOL,5357937.566,104007.0,1074704.8299999998,33473.16999999998
ABILIFY MA,103117.82099999997,103912.0,214980807.00999996,1456269.5699999994
Doxycyclin,2648387.201,103414.0,1340658.0399999996,47515.64999999999
Symbicort,1093507.2040000004,102657.0,35299146.629999995,789421.82
HECTOROL I,174092.0,102118.0,394180.9,1821894.19
SM ASPIRIN,3854276.0,101826.0,349338.59000000014,3803.34
BRIMONIDIN,685646.0,100823.0,3713478.9200000013,37407.86999999998
LO LOESTRI,3904509.958,100723.0,20246076.369999997,266151.53
CEFUROXIME,1807280.954,100471.0,1908040.8299999996,30614.69999999998
SENNA 8.6,5767314.062,100304.0,383222.7899999999,22400.27
NICOTINE P,3140620.48,100241.0,3914949.789999999,2491.1
PHENOBARBI,21009590.96099999,99473.0,4329332.269999997,129674.40999999999
NARCAN 4 M,21682.86,98752.0,12397702.39,101032.04
OLOPATADIN,592342.032,98503.0,2803568.4500000016,63058.03
Divalproex,8602412.0,96332.0,3094162.0199999996,124172.63000000005
TRADJENTA,3280892.0,95635.0,47593327.65,321351.61
ETONOGESTR,131688.517,94492.0,16315436.689999996,22179.43
FERROUS SU,5457241.118,93809.0,429212.38999999984,34478.27000000001
ADMELOG 10,1726725.1,93504.0,22226528.830000002,63957.83
HUMALOG KW,1505828.125,93482.0,49279644.44,1434249.7000000002
ATORVAST C,3596423.5,93415.0,790749.5000000002,27171.370000000014
Simvastati,3715209.0,93214.0,683893.8899999997,34074.85
FLUVOXAMIN,4791943.0,93128.0,4033514.440000001,153278.78000000012
PROGESTERO,3126080.06,93105.0,2576457.3000000003,39214.16
TORSEMIDE,5626194.0,92660.0,1002313.51,20207.82
Alprazolam,5456354.0,92444.0,543666.8899999999,19163.110000000004
FLUOCINONI,5038643.732000001,92297.0,4555714.759999996,33899.31000000001
BUMETANIDE,5096749.771,90606.0,3103551.749999997,34458.450000000004
HUMIRA(CF),219142.76400000002,90338.0,613449407.1099998,4586863.659999999
FENTANYL C,311879.348,89925.0,24597994.01000001,851131.3900000006
Tamsulosin,3439125.0,89814.0,787286.1600000007,28518.789999999986
PALIPERIDO,2900027.0,89717.0,29193302.26999998,535983.4999999998
SOLU-MEDRO,112244.32500000003,89440.0,6089898.980000005,2522621.399999999
WIXELA 250,5487403.2,88012.0,17505658.68,67731.44
INDOMETHAC,4231424.6,87924.0,861770.2500000005,20353.6
CHLORPROMA,5656306.954,87648.0,23646725.869999986,402873.89999999997
HUMULIN R,1214485.3180000002,87625.0,50246307.55000003,794453.52
DIAZEPAM 1,3620461.65,86317.0,5035795.57,261634.37999999998
BLISOVI FE,3389053.9240000006,86310.0,1362040.16,769.9099999999999
Pregabalin,5914061.0,85910.0,4929555.780000002,60371.13999999998
LANTUS 100,1273682.1620000002,85868.0,34248466.51,461635.6
IRBESARTAN,3037704.0,85528.0,1182066.0400000005,15486.139999999983
Prednisone,2173725.713,85496.0,454358.47999999986,18471.930000000004
NICOTINE T,2093682.0,85479.0,3295763.180000001,17919.999999999996
AMPHETAMIN,3781713.5,85050.0,3324211.960000002,53517.43000000001
FENTANYL 1,346608.408,84963.0,21998852.249999993,795124.67
VENOFER 10,446677.81499999994,84714.0,4010142.9499999997,3141883.4399999995
HECTOROL 4,173778.0,84694.0,7956030.36,2077488.94
ANORO ELLI,5192527.0,84166.0,35203694.570000015,185743.84999999998
.12% CHLOR,40294095.863,83596.0,564841.3099999999,8906.130000000001
ANASTROZOL,2693494.0,83456.0,834266.1099999996,23555.58
M-PAP 160,16076761.922999999,83384.0,481503.49,7115.97
CICLOPIROX,3258949.813999999,82863.0,2399599.68,23862.169999999995
Fluconazol,399938.05,82731.0,664740.2000000002,31094.220000000005
DOXAZOSIN,3253446.6,82523.0,955695.730000001,12256.239999999998
CONCERTA,2632232.0,82432.0,31628488.70000001,759082.97
NATROBA 0.,10098485.0,82414.0,22759089.630000003,94837.74
LOSARTAN T,3504235.9,81769.0,647966.3400000002,11847.980000000001
Cefdinir O,6585655.9,81498.0,1652704.8699999992,26240.300000000003
LOSARTAN 2,3259704.5,81372.0,522174.7200000001,12027.58
Triamcinol,5431225.591,81327.0,854394.7099999994,138728.48000000004
PAZEO 0.7%,204267.667,81181.0,16479775.83,125774.27
COLCHICINE,2599672.0,80975.0,11341406.92999999,70474.59
DROSPIRENO,3334816.4099999997,80794.0,2753715.7300000032,4605.11
OMNIPAQUE,5659572.461999999,80259.0,13385337.959999995,296895.3
HUMULIN N,1489345.32,79863.0,19224393.11,381800.49
MONO-LINYA,3061932.852,79855.0,1078942.46,3391.3299999999995
Nitrofuran,1142149.99,79832.0,1188973.79,36206.27000000001
DIAZEPAM T,3336979.5,79743.0,460821.21,14964.140000000003
CONCERTA 3,2862588.0,79443.0,32833528.160000004,1946692.5699999998
BISOPROLOL,3019298.0,78772.0,1386790.0299999986,18281.150000000005
AMIODARONE,3165533.78,78694.0,1170553.7700000005,26597.99000000001
DOXEPIN HC,3219184.1620000005,78694.0,2964870.4300000006,21091.120000000006
REFRESH TE,1318934.0,78555.0,1194029.5800000008,797.3000000000001
CEFPROZIL,7031239.0,78500.0,2494606.120000004,28223.160000000003
LATUDA,2316334.0,78318.0,97955154.96000004,2114844.8499999996
VANCOMYCIN,13522067.325999998,78037.0,10907504.349999981,388712.54999999976
SILTUSSIN,15679739.517,77947.0,462249.42,1559.1200000000001
SPRINTEC,2714129.0,77938.0,871930.6,1184.4299999999998
NOVOLOG FL,1213194.5,77836.0,43649576.32,523911.0900000001
Eliquis,4564203.0,77531.0,33612738.379999995,739893.3799999999
LATUDA 40,2313832.0,77380.0,92281905.44999999,2076346.96
BANOPHEN,3628011.5339999995,77166.0,638154.6600000001,1710.93
JANUMET 50,5230491.0,77102.0,39209910.87,247932.43
SENNA,5062101.043,77017.0,526785.77,1734.1999999999996
ESTARYLLA,3103469.0480000004,76849.0,1180235.2499999998,984.33
Propranolo,4911126.536,76428.0,1314570.9899999998,31753.11999999999
Naproxen 5,3445862.0,76349.0,545844.8499999999,14720.660000000003
MEMANTINE,3902111.999,76328.0,1630738.6399999997,59057.16999999997
Medroxypro,111805.94899999994,76136.0,4391085.579999999,18007.949999999997
EPOGEN,26857.877999999993,76035.0,10575425.360000001,1021647.8300000002
Meloxicam,2434309.011,75916.0,483589.70000000007,34030.35999999999
CEFAZOLIN,112572975.26800002,75641.0,27475964.48999997,879428.6400000002
JUNEL FE,2676539.0,75421.0,1096374.37,1818.15
XARELTO,2380318.0,75081.0,34621480.25999999,347427.34
NABUMETONE,4186619.846,74864.0,1092049.9600000004,26055.950000000008
INSULIN LI,1176197.8,73718.0,17624064.83,198120.44
Oxcarbazep,7004727.4,73700.0,2076762.07,80406.53000000004
ADVAIR DIS,4900138.0,73555.0,28528313.33,588121.0600000002
HECTOROL,141366.322,73181.0,8121013.16,814489.2699999999
Venlafaxin,2976191.5,72618.0,1921528.9400000004,34647.70999999999
HYOSCYAMIN,4313538.416,72475.0,1481060.0299999998,20137.090000000004
Cephalexin,7997109.199999999,72200.0,1022629.3500000001,19168.710000000003
Levetirace,13568298.829999998,72060.0,1486766.2300000004,64669.860000000015
Amitriptyl,2901804.402,71728.0,855481.7199999997,18805.15
DESCOVY 20,2201801.0,71243.0,129026089.39999999,913005.4299999999
Clopidogre,2594119.668,70946.0,591580.0099999995,30207.13999999999
NAPROXEN 3,3055511.0,70862.0,451505.7700000001,12301.91
QVAR BA IN,765361.7999999998,70696.0,15836127.08,219978.06
Risperidon,3302101.49,70664.0,898314.6800000004,40161.759999999995
HUMULIN 70,1481142.62,70541.0,25697539.800000004,193797.26999999993
VENOFER 50,174850.05,70540.0,2772423.9100000006,1659056.9000000001
ARNUITY EL,2130346.2,69105.0,13912680.110000003,113994.86999999997
Oxybutynin,3093982.0,69099.0,1094401.619999999,31205.920000000013
Metronidaz,2298610.453,68529.0,1951769.5299999993,37654.93999999998
TRAMADOL 5,3759398.6,68477.0,508182.42999999993,14728.789999999999
QUILLICHEW,2110793.0,68273.0,23413144.630000006,487678.34999999986
TAMOXIFEN,2413695.0,68091.0,1285536.66,22441.839999999997
PAIN & FEV,5042311.3,67544.0,371103.59,1172.3300000000004
GLYCOPYRRO,4787246.5,67532.0,1689157.7400000007,96343.88
ARMOUR THY,2657844.5,66885.0,2773206.2300000004,34961.24000000001
CHILDRENS,11118589.569,66821.0,689771.4899999999,1552.71
TRI-LO-SPR,2477939.016,66718.0,1174220.3000000003,1015.9400000000003
VITAFOL UL,2080632.0,66710.0,8322727.670000001,123353.84999999999
Ipratropiu,11784071.288,66435.0,763855.76,173889.89000000007
RYNEX DM L,11530241.894000001,66245.0,930231.5400000002,10588.66
VYVANSE 10,1989363.0,65977.0,19610835.72000001,825868.7900000003
Spironolac,3012775.9960000007,65936.0,631861.7499999999,19776.34
GRISEOFULV,21459693.080000002,65866.0,6290683.740000001,53210.97999999998
AMANTADINE,6605658.502,65273.0,2232109.309999999,57852.48000000001
CITRANATAL,3320966.0,65137.0,7701753.210000001,118885.46
HEPARIN 30,299713.684,65048.0,1476571.86,1612723.95
BIKTARVY,2022310.0,64857.0,208260519.84,1059030.53
SODIUM BIC,7545744.035000001,64854.0,763747.8900000002,28338.71
CHANTIX 1,3625581.0,64691.0,27788209.330000006,42479.03
CHANTIX,3454484.0,64131.0,27184943.850000005,31804.120000000006
Rosuvastat,2201168.0,64077.0,669345.9200000004,38398.710000000014
MICROGESTI,2343912.745,63916.0,1102544.1100000003,1796.8000000000002
CHANTIX ST,3385537.0,63905.0,27459533.79,48863.64
EPOGEN  EP,27270.631,63216.0,2368720.27,173473.73
PROCTOZONE,2167239.5000000005,63161.0,1340402.3799999997,9916.39
BUPROPIONH,3556881.0,63107.0,698422.1500000001,26846.699999999997
LINZESS 14,2043830.0,63008.0,28564376.30999999,606154.5599999999
SPIRIVA,1956169.0,62629.0,28670126.009999998,90146.37
SPRINTEC T,2458580.248,62476.0,728817.4300000002,2823.42
CEFDINIR O,4960601.1,62425.0,1358601.4799999997,24326.609999999993
LEVALBUTER,6137606.826000001,62293.0,3660891.6100000017,179377.09000000003
HYDROXIZIN,3865019.0,61774.0,560032.9800000002,15642.160000000005
ASPIRIN DE,2431637.0,61132.0,114196.48,769.0999999999999
MAPAP,5531119.802,60925.0,279649.5700000001,470.73
LANTUS 10M,931124.2119999999,60895.0,24372221.360000003,394434.9199999999
HALOBETASO,3197645.0,60654.0,5604185.170000003,11266.289999999999
Diclofenac,7599677.411,60500.0,1958055.6799999988,28776.899999999994
Potassium,4013215.73,60158.0,1477879.4100000001,52517.32000000001
NEOMYCIN/P,341288.94,60091.0,1592152.8700000008,26397.709999999995
JANUVIA 50,2035017.0,59766.0,30544760.240000006,310621.85
MAPAP 500,4637722.6,59638.0,260178.54000000007,3402.209999999999
TAMIFLU,824118.24,59400.0,9338700.47,14285.760000000002
QUILLIVANT,10089298.0,59371.0,22597837.649999984,754191.1300000001
Hydroxyzin,3682600.0,59361.0,558951.1900000001,13058.629999999996
NICOTINE 1,1419622.0,59341.0,2110188.36,6879.4400000000005
DEXMETHASO,86449.17099999999,59082.0,67214.76,246525.68000000002
VENLAXAFIN,2162910.0,58871.0,600537.3599999998,15609.18
ADVAIR 250,3825934.0,58842.0,21985199.9,438200.33
NOVOLOG MI,1230641.35,58778.0,41524832.480000004,411992.11999999994
SF 5000 PL,3190154.4,58656.0,480696.0900000002,7044.499999999997
JUNEL 21 D,1729046.994,58575.0,1058735.14,1619.5500000000004
XULANE,202782.0,58337.0,7359521.6,18092.71
LIDOCAINE-,2816864.78,58275.0,1669500.5699999996,12564.439999999995
LEVONORGES,2930471.4860000005,57961.0,1426378.6300000015,2426.4700000000003
CONCERTA 5,1758919.0,57894.0,21999610.660000008,1249737.87
Losartan 1,2471259.403,57329.0,507196.6699999999,23448.989999999998
VIVITROL 3,61717.554000000004,57219.0,70505947.77000001,175990.53
GAVILYTE-G,233634818.338,57075.0,795393.56,15935.770000000002
VALSARTAN-,1934717.5,56813.0,914683.2900000003,11050.890000000001
CIPRODEX,426448.0,56641.0,13526178.039999997,274844.2
ACETAZOLAM,4278177.408000001,55537.0,4493887.930000003,76085.87999999996
TIMOLOL 0.,346978.0,55417.0,1312787.9899999998,25570.199999999986
Bupren&Nal,1526308.93,55299.0,7264213.39,45353.409999999996
NEXPLANON,55708.047,55216.0,48613984.85000002,1473113.8299999996
VIRTUSSIN,8919886.0,55190.0,606792.64,11005.16
DULERA INH,742100.2,55114.0,17157868.29,228210.41
Zolpidem 1,1559449.5,54871.0,346997.37,10682.1
MICONAZOLE,2010436.0129999998,54521.0,861958.8100000006,14560.599999999999
OLMESARTAN,1951130.0,54454.0,1058755.0299999996,15316.489999999987
SULFATRIM,9167480.231999999,54448.0,1509542.9900000002,18666.65
JUNEL FE 2,2186618.56,54315.0,1125464.58,2169.2299999999996
GENVOYA TA,1685791.0,54300.0,173003796.05,1208054.34
TIMOLOL MA,345459.0,54079.0,834553.7899999998,15926.27
MAPAP ARTH,4020891.391,53976.0,328125.37999999995,8118.189999999998
AZATHIOPRI,3495779.4869999997,53788.0,1305488.5699999998,57084.26999999998
LANTUS,781422.1699999999,53769.0,22452172.830000002,238628.91
Budesonide,3046577.0129999993,53379.0,10227667.680000003,387841.3
DULERA 200,707730.8350000001,53252.0,16470343.96,123524.76
Cyanocobal,90545.299,53175.0,512747.27999999985,18465.59
TERAZOSIN,2409640.0,52760.0,621028.0199999999,14393.6
FLUDROCORT,2177776.9,52502.0,1010138.0299999998,27004.539999999997
LETROZOLE,1568092.0,52481.0,527354.4200000003,15246.43
TIVICAY 50,1664201.0,52420.0,97400325.89,531793.8
Losartan 5,2355496.6,52417.0,425421.47000000003,18408.719999999994
ATENOLOL 1,2115657.5639999993,52233.0,322683.1699999999,12656.529999999999
DOXEPIN 10,2195461.906,52144.0,1160825.4400000004,27295.0
OZEMPIC 0.,82522.34,52028.0,41856601.92999999,642716.5
MIDODRINE,4134625.5,51884.0,2318572.9599999976,53793.60000000003
NYSTATIN O,4515050.139,51818.0,824566.8299999995,11101.170000000002
MESALAMINE,11523994.304000001,51773.0,21690219.669999998,303541.98000000004
FLUOCINOLO,4671599.645999999,51588.0,3347580.3700000015,42830.920000000006
XARELTO (R,1619292.0,51516.0,23582044.37000001,389441.74000000005
LARIN FE 1,2078010.892,51399.0,841728.8500000002,1468.4199999999998
NOVOLOG PE,889481.1600000001,51210.0,29751926.279999994,1270540.4500000002
SUBOXONE 2,866560.0,51198.0,4329254.649999999,49267.99
STIOLTO RE,207585.13,50904.0,21400722.490000006,68650.48
CARISOPROD,3428523.0,50860.0,460114.45999999996,6481.71
DIPHENOXYL,3057272.0,50812.0,1076808.4799999997,22546.55999999999
TRUVADA 20,1626713.0,50629.0,94472107.67999998,1033447.1399999998
SODIUM CL,54806075.958999984,50609.0,7291376.96,528100.73
LIOTHYRONI,2567171.83,50435.0,1453310.6200000003,23139.009999999977
VANACOF LI,7895246.784,50234.0,837916.14,0.34
HUMALOG MI,1042631.36,50107.0,32861147.760000005,283538.4600000001
HYDROXYURE,30625844.464,50081.0,1399688.3100000005,21137.359999999997
SUBOXONE 4,884914.0,49811.0,7794795.98,57547.32000000001
Valacyclov,1386811.5000000002,49700.0,819798.4400000003,17982.43
TOLTERODIN,1883907.504,49524.0,2836595.879999999,46310.31000000001
PAIN RELIE,3967294.2,49444.0,244528.35000000003,3665.0500000000015
JUNEL FE T,2087794.474,49324.0,787946.7,1777.9100000000003
FLUPHENAZI,1772865.5499999998,48831.0,11013081.590000002,135902.06000000008
PERPHENAZI,2919353.5,48689.0,1845547.840000001,31229.19
KLOR-CON M,2394847.0,48564.0,669857.1499999999,21660.989999999998
TUSSIN DM,9439059.027999999,48426.0,273154.98999999993,1251.6500000000003
MUCUS RELI,1891112.0,48353.0,552838.8599999996,5500.429999999999
DULERA 100,642516.8309999999,48205.0,14886694.719999999,209079.22
Victoza 6M,394732.0,48076.0,39954269.45000002,522465.72999999986
CLOPIDPGRE,1630231.8,47701.0,364140.17,6042.369999999999
TENOFOVIR,1438429.0,47603.0,6338108.759999999,9659.300000000003
WIXELA INH,2912592.8000000003,46991.0,11327996.140000002,17019.600000000006
MEGESTROL,9681265.4,46850.0,2092433.8800000015,22551.719999999998
BRILINTA 9,2955213.0,46671.0,18118317.43,135105.09
OXYCONTIN,2698145.0,46649.0,26360353.00000001,289689.20999999996
PRAZOSIN 5,1894093.3229999999,46480.0,1332172.5199999998,13841.710000000001
RISPERDAL,243881.27400000003,46215.0,48372115.58000001,896357.93
CINACALCET,721431.4969999997,45938.0,16779333.809999995,2154955.2899999996
MISOPROSTO,586890.5,45914.0,501314.0300000001,180370.11999999994
Fenofibrat,1619280.0,45908.0,895812.4999999999,14340.259999999993
CHEWABLE A,1426556.0,45759.0,265745.23000000004,3027.6600000000003
SENNA LAXA,2534881.48,45756.0,200361.85999999993,1237.7300000000002
NAPROXEN 2,1959942.0,45742.0,260125.36000000004,5836.26
CALCIUM AC,8255497.800000001,45731.0,2285640.5999999996,16174.22
VIMPAT 200,2753211.5,45590.0,38775850.23999999,2192877.98
DEXILANT 6,1570354.0,45575.0,14181063.969999997,286734.73000000004
CRYTSELLE,1768531.444,45513.0,909569.0,2547.92
PSEUDOEPHE,1523353.442,45476.0,160965.02999999994,3775.340000000001
XIFAXAN 55,2340652.773,45449.0,93244509.81000006,408256.43
PREPLUS OR,1671322.0,45414.0,572091.08,8210.8
LIDOCAINE/,1706458.3599999996,45254.0,720008.8699999999,8062.200000000002
KENALOG-10,114671.45,45086.0,246545.28,100424.17
DIMAPHEN D,7064656.0,45067.0,282004.86,491.79999999999995
CONCERTA 1,1343941.0,45005.0,14882314.849999996,624876.34
Carvedilol,3576448.028,44937.0,321188.48000000004,16591.030000000002
MYRBETRIQ,1405808.0,44699.0,17377329.389999997,580482.4799999997
Cefdinir C,823482.0,44618.0,688699.97,27684.78
ESZOPICLON,1293690.0,44596.0,668687.5000000006,23697.179999999986
APRI 28 DA,1762748.5140000002,44594.0,706377.73,1411.9
DULERA,594522.0,44427.0,13857937.569999998,109848.87
Dexmethylp,1686690.0,44291.0,1919261.8700000003,70268.37
Fluticason,2129204.5,44224.0,5655854.270000003,37319.38999999998
VIMPAT,6714907.0,44183.0,37105961.5,2659506.260000001
TRIHEXYPHE,5512638.0479999995,44179.0,588395.49,24449.020000000004
Losartan P,1780048.3509999998,44124.0,354798.16000000015,10166.82
VICTOZA 3-,397425.0,44120.0,40931554.69,327614.2
DEXAMETHA,575406.697,43419.0,415436.52,65265.16999999999
IMIPRAMINE,2162723.7,43322.0,764927.14,11821.780000000004
WATER,119613965.52899994,43293.0,2988407.7199999997,65163.81999999999
TRUEPLUS L,4452047.0,43215.0,294849.4399999998,181.38000000000002
CILOSTAZOL,2695003.5,43190.0,563852.6400000005,8843.480000000001
Aspirin De,1573267.0,43130.0,151946.53,2755.17
BYDUREON 2,178175.2,42881.0,30569567.01,145665.59999999998
Fluoxetine,1679036.0,42879.0,945064.6000000002,28466.81999999998
CHOLESTYRA,10936590.299000002,42845.0,2947030.5699999975,46221.460000000014
SM ALLERGY,2008394.3360000001,42735.0,319608.72,676.7499999999999
Jardiance,1501879.0,42721.0,23827456.279999997,370043.1099999999
DIAZEPAM 2,1622720.75,42664.0,2191230.599999999,145957.16
NORDITROPI,219292.49800000002,42647.0,183665746.09000006,6626423.670000005
NICOTINE G,5706853.0,42493.0,1329242.6200000008,3812.8299999999986
SULFASALAZ,5182347.788000001,42477.0,914182.3599999994,13313.839999999998
CARBIDOPA-,4923694.893999999,42423.0,846973.7599999998,13608.880000000006
